"","Term","Frequence","name"
"316","follow",3,"AbrahamLincoln"
"324","form",3,"AbrahamLincoln"
"333","friend",3,"AbrahamLincoln"
"342","general",3,"AbrahamLincoln"
"417","intercours",3,"AbrahamLincoln"
"429","judg",3,"AbrahamLincoln"
"430","judgment",3,"AbrahamLincoln"
"433","justic",3,"AbrahamLincoln"
"456","live",3,"AbrahamLincoln"
"474","mani",3,"AbrahamLincoln"
"478","matter",3,"AbrahamLincoln"
"506","near",3,"AbrahamLincoln"
"516","none",3,"AbrahamLincoln"
"532","old",3,"AbrahamLincoln"
"546","other",3,"AbrahamLincoln"
"554","particular",3,"AbrahamLincoln"
"555","pass",3,"AbrahamLincoln"
"558","patriot",3,"AbrahamLincoln"
"576","place",3,"AbrahamLincoln"
"580","point",3,"AbrahamLincoln"
"585","portion",3,"AbrahamLincoln"
"593","preced",3,"AbrahamLincoln"
"595","precis",3,"AbrahamLincoln"
"616","properti",3,"AbrahamLincoln"
"618","proposit",3,"AbrahamLincoln"
"619","protect",3,"AbrahamLincoln"
"630","read",3,"AbrahamLincoln"
"645","reject",3,"AbrahamLincoln"
"680","said",3,"AbrahamLincoln"
"691","secur",3,"AbrahamLincoln"
"698","sentiment",3,"AbrahamLincoln"
"746","subject",3,"AbrahamLincoln"
"757","sure",3,"AbrahamLincoln"
"793","true",3,"AbrahamLincoln"
"794","trust",3,"AbrahamLincoln"
"797","two",3,"AbrahamLincoln"
"815","use",3,"AbrahamLincoln"
"843","wise",3,"AbrahamLincoln"
"849","woe",3,"AbrahamLincoln"
"9","act",4,"AbrahamLincoln"
"41","anoth",4,"AbrahamLincoln"
"82","believ",4,"AbrahamLincoln"
"86","better",4,"AbrahamLincoln"
"111","caus",4,"AbrahamLincoln"
"116","chang",4,"AbrahamLincoln"
"172","controversi",4,"AbrahamLincoln"
"186","decis",4,"AbrahamLincoln"
"191","deliv",4,"AbrahamLincoln"
"193","deni",4,"AbrahamLincoln"
"205","destroy",4,"AbrahamLincoln"
"236","duti",4,"AbrahamLincoln"
"240","effect",4,"AbrahamLincoln"
"271","ever",4,"AbrahamLincoln"
"281","exercis",4,"AbrahamLincoln"
"287","express",4,"AbrahamLincoln"
"289","extend",4,"AbrahamLincoln"
"296","faith",4,"AbrahamLincoln"
"314","fli",4,"AbrahamLincoln"
"329","four",4,"AbrahamLincoln"
"330","frame",4,"AbrahamLincoln"
"345","given",4,"AbrahamLincoln"
"348","good",4,"AbrahamLincoln"
"357","hand",4,"AbrahamLincoln"
"365","held",4,"AbrahamLincoln"
"410","institut",4,"AbrahamLincoln"
"418","interest",4,"AbrahamLincoln"
"448","legal",4,"AbrahamLincoln"
"450","less",4,"AbrahamLincoln"
"451","let",4,"AbrahamLincoln"
"455","littl",4,"AbrahamLincoln"
"487","mere",4,"AbrahamLincoln"
"488","might",4,"AbrahamLincoln"
"509","need",4,"AbrahamLincoln"
"512","neither",4,"AbrahamLincoln"
"514","new",4,"AbrahamLincoln"
"559","peac",4,"AbrahamLincoln"
"590","practic",4,"AbrahamLincoln"
"620","provid",4,"AbrahamLincoln"
"622","public",4,"AbrahamLincoln"
"628","rather",4,"AbrahamLincoln"
"633","reason",4,"AbrahamLincoln"
"683","say",4,"AbrahamLincoln"
"687","seced",4,"AbrahamLincoln"
"693","seek",4,"AbrahamLincoln"
"694","seem",4,"AbrahamLincoln"
"699","separ",4,"AbrahamLincoln"
"709","side",4,"AbrahamLincoln"
"726","speak",4,"AbrahamLincoln"
"770","term",4,"AbrahamLincoln"
"773","territori",4,"AbrahamLincoln"
"777","think",4,"AbrahamLincoln"
"799","unanim",4,"AbrahamLincoln"
"808","unless",4,"AbrahamLincoln"
"823","vital",4,"AbrahamLincoln"
"830","well",4,"AbrahamLincoln"
"857","written",4,"AbrahamLincoln"
"860","yet",4,"AbrahamLincoln"
"13","address",5,"AbrahamLincoln"
"112","ceas",5,"AbrahamLincoln"
"134","claus",5,"AbrahamLincoln"
"156","congress",5,"AbrahamLincoln"
"280","execut",5,"AbrahamLincoln"
"288","expressli",5,"AbrahamLincoln"
"318","forc",5,"AbrahamLincoln"
"335","fugit",5,"AbrahamLincoln"
"370","hold",5,"AbrahamLincoln"
"371","hope",5,"AbrahamLincoln"
"440","labor",5,"AbrahamLincoln"
"464","made",5,"AbrahamLincoln"
"501","much",5,"AbrahamLincoln"
"529","offens",5,"AbrahamLincoln"
"530","offic",5,"AbrahamLincoln"
"551","part",5,"AbrahamLincoln"
"572","person",5,"AbrahamLincoln"
"577","plain",5,"AbrahamLincoln"
"589","power",5,"AbrahamLincoln"
"702","servic",5,"AbrahamLincoln"
"715","slaveri",5,"AbrahamLincoln"
"758","surrend",5,"AbrahamLincoln"
"805","unit",5,"AbrahamLincoln"
"818","view",5,"AbrahamLincoln"
"835","whole",5,"AbrahamLincoln"
"848","without",5,"AbrahamLincoln"
"16","administr",6,"AbrahamLincoln"
"187","declar",6,"AbrahamLincoln"
"209","differ",6,"AbrahamLincoln"
"243","either",6,"AbrahamLincoln"
"254","enforc",6,"AbrahamLincoln"
"272","everi",6,"AbrahamLincoln"
"347","god",6,"AbrahamLincoln"
"470","major",6,"AbrahamLincoln"
"563","perfect",6,"AbrahamLincoln"
"571","perpetu",6,"AbrahamLincoln"
"588","possibl",6,"AbrahamLincoln"
"600","present",6,"AbrahamLincoln"
"615","proper",6,"AbrahamLincoln"
"738","still",6,"AbrahamLincoln"
"783","time",6,"AbrahamLincoln"
"34","amend",7,"AbrahamLincoln"
"37","among",7,"AbrahamLincoln"
"73","author",7,"AbrahamLincoln"
"130","citizen",7,"AbrahamLincoln"
"168","continu",7,"AbrahamLincoln"
"352","great",7,"AbrahamLincoln"
"471","make",7,"AbrahamLincoln"
"513","never",7,"AbrahamLincoln"
"521","oath",7,"AbrahamLincoln"
"624","purpos",7,"AbrahamLincoln"
"626","question",7,"AbrahamLincoln"
"690","section",7,"AbrahamLincoln"
"283","exist",8,"AbrahamLincoln"
"492","minor",8,"AbrahamLincoln"
"766","take",8,"AbrahamLincoln"
"859","year",8,"AbrahamLincoln"
"522","object",9,"AbrahamLincoln"
"552","parti",9,"AbrahamLincoln"
"621","provis",9,"AbrahamLincoln"
"714","slave",10,"AbrahamLincoln"
"502","must",11,"AbrahamLincoln"
"504","nation",14,"AbrahamLincoln"
"826","war",14,"AbrahamLincoln"
"110","case",15,"AbrahamLincoln"
"480","may",16,"AbrahamLincoln"
"814","upon",16,"AbrahamLincoln"
"519","now",17,"AbrahamLincoln"
"534","one",18,"AbrahamLincoln"
"671","right",19,"AbrahamLincoln"
"349","govern",20,"AbrahamLincoln"
"562","peopl",20,"AbrahamLincoln"
"705","shall",22,"AbrahamLincoln"
"804","union",24,"AbrahamLincoln"
"444","law",27,"AbrahamLincoln"
"734","state",27,"AbrahamLincoln"
"107","can",28,"AbrahamLincoln"
"841","will",29,"AbrahamLincoln"
"162","constitut",35,"AbrahamLincoln"
"2100","abil",1,"AbrahamLincoln"
"3100","absorb",1,"AbrahamLincoln"
"5100","access",1,"AbrahamLincoln"
"7100","achiev",1,"AbrahamLincoln"
"1110","actual",1,"AbrahamLincoln"
"1410","adjust",1,"AbrahamLincoln"
"1710","admit",1,"AbrahamLincoln"
"1810","advantag",1,"AbrahamLincoln"
"2110","afford",1,"AbrahamLincoln"
"2210","agent",1,"AbrahamLincoln"
"2310","aggressor",1,"AbrahamLincoln"
"2510","aid",1,"AbrahamLincoln"
"2710","allow",1,"AbrahamLincoln"
"2910","alreadi",1,"AbrahamLincoln"
"3110","altern",1,"AbrahamLincoln"
"3610","amic",1,"AbrahamLincoln"
"3810","ampl",1,"AbrahamLincoln"
"4010","angel",1,"AbrahamLincoln"
"4410","anxieti",1,"AbrahamLincoln"
"4510","anxious",1,"AbrahamLincoln"
"4610","anyon",1,"AbrahamLincoln"
"4710","anywher",1,"AbrahamLincoln"
"4910","applic",1,"AbrahamLincoln"
"5010","appoint",1,"AbrahamLincoln"
"5210","arbitrarili",1,"AbrahamLincoln"
"5310","aris",1,"AbrahamLincoln"
"5510","arrang",1,"AbrahamLincoln"
"5710","ascertain",1,"AbrahamLincoln"
"5810","ascrib",1,"AbrahamLincoln"
"5910","ask",1,"AbrahamLincoln"
"6010","assail",1,"AbrahamLincoln"
"6110","assault",1,"AbrahamLincoln"
"6210","assert",1,"AbrahamLincoln"
"6310","assist",1,"AbrahamLincoln"
"6510","assum",1,"AbrahamLincoln"
"6610","assur",1,"AbrahamLincoln"
"6710","astound",1,"AbrahamLincoln"
"6810","attain",1,"AbrahamLincoln"
"7110","attribut",1,"AbrahamLincoln"
"7210","audac",1,"AbrahamLincoln"
"7410","authorit",1,"AbrahamLincoln"
"7510","avert",1,"AbrahamLincoln"
"7610","avoid",1,"AbrahamLincoln"
"7710","away",1,"AbrahamLincoln"
"7810","balanc",1,"AbrahamLincoln"
"7910","battl",1,"AbrahamLincoln"
"8010","battlefield",1,"AbrahamLincoln"
"8110","becom",1,"AbrahamLincoln"
"8410","benefit",1,"AbrahamLincoln"
"881","bibl",1,"AbrahamLincoln"
"901","blood",1,"AbrahamLincoln"
"911","bloodsh",1,"AbrahamLincoln"
"921","bodi",1,"AbrahamLincoln"
"931","bond",1,"AbrahamLincoln"
"941","bondsman",1,"AbrahamLincoln"
"961","branch",1,"AbrahamLincoln"
"971","bread",1,"AbrahamLincoln"
"991","brief",1,"AbrahamLincoln"
"1001","briefli",1,"AbrahamLincoln"
"1011","broad",1,"AbrahamLincoln"
"1021","brought",1,"AbrahamLincoln"
"1031","build",1,"AbrahamLincoln"
"1081","candid",1,"AbrahamLincoln"
"1131","central",1,"AbrahamLincoln"
"1151","chanc",1,"AbrahamLincoln"
"1171","chariti",1,"AbrahamLincoln"
"1181","check",1,"AbrahamLincoln"
"1211","chief",1,"AbrahamLincoln"
"1221","chiefli",1,"AbrahamLincoln"
"1241","chord",1,"AbrahamLincoln"
"1251","chorus",1,"AbrahamLincoln"
"1261","chosen",1,"AbrahamLincoln"
"1271","christian",1,"AbrahamLincoln"
"1291","citi",1,"AbrahamLincoln"
"1331","class",1,"AbrahamLincoln"
"1361","close",1,"AbrahamLincoln"
"1371","collect",1,"AbrahamLincoln"
"1381","color",1,"AbrahamLincoln"
"1401","cometh",1,"AbrahamLincoln"
"1411","commiss",1,"AbrahamLincoln"
"1421","communiti",1,"AbrahamLincoln"
"1441","complianc",1,"AbrahamLincoln"
"1451","compos",1,"AbrahamLincoln"
"1461","concern",1,"AbrahamLincoln"
"1471","conclus",1,"AbrahamLincoln"
"1481","conduct",1,"AbrahamLincoln"
"1491","confeder",1,"AbrahamLincoln"
"1501","confederaci",1,"AbrahamLincoln"
"1511","confess",1,"AbrahamLincoln"
"1531","confirm",1,"AbrahamLincoln"
"1551","conform",1,"AbrahamLincoln"
"1591","consider",1,"AbrahamLincoln"
"1601","consist",1,"AbrahamLincoln"
"1611","constant",1,"AbrahamLincoln"
"1631","constru",1,"AbrahamLincoln"
"1641","contain",1,"AbrahamLincoln"
"1671","contest",1,"AbrahamLincoln"
"1731","convent",1,"AbrahamLincoln"
"1741","correspond",1,"AbrahamLincoln"
"1791","crime",1,"AbrahamLincoln"
"1801","cure",1,"AbrahamLincoln"
"1811","current",1,"AbrahamLincoln"
"1821","custom",1,"AbrahamLincoln"
"1831","dare",1,"AbrahamLincoln"
"1841","day",1,"AbrahamLincoln"
"1921","demand",1,"AbrahamLincoln"
"1941","denounc",1,"AbrahamLincoln"
"1961","departur",1,"AbrahamLincoln"
"1981","deprec",1,"AbrahamLincoln"
"1991","depriv",1,"AbrahamLincoln"
"2001","deriv",1,"AbrahamLincoln"
"2011","descend",1,"AbrahamLincoln"
"2021","desir",1,"AbrahamLincoln"
"2031","desper",1,"AbrahamLincoln"
"2071","detail",1,"AbrahamLincoln"
"2081","devot",1,"AbrahamLincoln"
"2121","discern",1,"AbrahamLincoln"
"2131","discharg",1,"AbrahamLincoln"
"2141","discret",1,"AbrahamLincoln"
"2151","discuss",1,"AbrahamLincoln"
"2161","dismemb",1,"AbrahamLincoln"
"2181","disrupt",1,"AbrahamLincoln"
"2201","dissolv",1,"AbrahamLincoln"
"2211","distinguish",1,"AbrahamLincoln"
"2221","distribut",1,"AbrahamLincoln"
"2231","disunion",1,"AbrahamLincoln"
"2251","divin",1,"AbrahamLincoln"
"2261","divorc",1,"AbrahamLincoln"
"2271","document",1,"AbrahamLincoln"
"2291","done",1,"AbrahamLincoln"
"2311","dread",1,"AbrahamLincoln"
"2321","dri",1,"AbrahamLincoln"
"2331","drop",1,"AbrahamLincoln"
"2351","durat",1,"AbrahamLincoln"
"2381","easili",1,"AbrahamLincoln"
"2391","educ",1,"AbrahamLincoln"
"2411","effort",1,"AbrahamLincoln"
"2421","eighth",1,"AbrahamLincoln"
"2441","elect",1,"AbrahamLincoln"
"2451","element",1,"AbrahamLincoln"
"2461","els",1,"AbrahamLincoln"
"2471","emin",1,"AbrahamLincoln"
"2481","emphat",1,"AbrahamLincoln"
"2491","encourag",1,"AbrahamLincoln"
"2531","energi",1,"AbrahamLincoln"
"2551","engag",1,"AbrahamLincoln"
"2561","engross",1,"AbrahamLincoln"
"2571","enjoin",1,"AbrahamLincoln"
"2581","enlarg",1,"AbrahamLincoln"
"2621","erron",1,"AbrahamLincoln"
"2631","escap",1,"AbrahamLincoln"
"2651","essenc",1,"AbrahamLincoln"
"2661","essenti",1,"AbrahamLincoln"
"2671","establish",1,"AbrahamLincoln"
"2681","etern",1,"AbrahamLincoln"
"2731","everywher",1,"AbrahamLincoln"
"2761","exact",1,"AbrahamLincoln"
"2771","except",1,"AbrahamLincoln"
"2781","excit",1,"AbrahamLincoln"
"2791","exclus",1,"AbrahamLincoln"
"2821","exig",1,"AbrahamLincoln"
"2841","expect",1,"AbrahamLincoln"
"2851","experi",1,"AbrahamLincoln"
"2861","expir",1,"AbrahamLincoln"
"2911","extrem",1,"AbrahamLincoln"
"2951","fair",1,"AbrahamLincoln"
"2981","fault",1,"AbrahamLincoln"
"3001","fear",1,"AbrahamLincoln"
"3031","fervent",1,"AbrahamLincoln"
"3041","fifteen",1,"AbrahamLincoln"
"3051","fifti",1,"AbrahamLincoln"
"3071","final",1,"AbrahamLincoln"
"3091","finish",1,"AbrahamLincoln"
"3121","fit",1,"AbrahamLincoln"
"3151","folli",1,"AbrahamLincoln"
"3171","fond",1,"AbrahamLincoln"
"3191","forego",1,"AbrahamLincoln"
"3211","foresight",1,"AbrahamLincoln"
"3221","forev",1,"AbrahamLincoln"
"3231","forget",1,"AbrahamLincoln"
"3251","formid",1,"AbrahamLincoln"
"3261","forsaken",1,"AbrahamLincoln"
"3271","forth",1,"AbrahamLincoln"
"3281","found",1,"AbrahamLincoln"
"3311","fratern",1,"AbrahamLincoln"
"3361","full",1,"AbrahamLincoln"
"3391","furnish",1,"AbrahamLincoln"
"3401","futur",1,"AbrahamLincoln"
"3411","gain",1,"AbrahamLincoln"
"3431","get",1,"AbrahamLincoln"
"3461","glad",1,"AbrahamLincoln"
"3511","gravest",1,"AbrahamLincoln"
"3531","greater",1,"AbrahamLincoln"
"3541","grow",1,"AbrahamLincoln"
"3551","guarante",1,"AbrahamLincoln"
"3561","guaranti",1,"AbrahamLincoln"
"3581","happili",1,"AbrahamLincoln"
"3591","harmoni",1,"AbrahamLincoln"
"3601","hast",1,"AbrahamLincoln"
"3611","hazard",1,"AbrahamLincoln"
"3621","heart",1,"AbrahamLincoln"
"3631","hearthston",1,"AbrahamLincoln"
"3641","heaven",1,"AbrahamLincoln"
"3661","henc",1,"AbrahamLincoln"
"3671","heretofor",1,"AbrahamLincoln"
"3691","histori",1,"AbrahamLincoln"
"3731","hot",1,"AbrahamLincoln"
"3761","hundr",1,"AbrahamLincoln"
"3771","hurri",1,"AbrahamLincoln"
"3781","husband",1,"AbrahamLincoln"
"3791","hypercrit",1,"AbrahamLincoln"
"3801","idea",1,"AbrahamLincoln"
"3821","ignor",1,"AbrahamLincoln"
"3841","immedi",1,"AbrahamLincoln"
"3851","immun",1,"AbrahamLincoln"
"3861","impass",1,"AbrahamLincoln"
"3871","impend",1,"AbrahamLincoln"
"3911","impost",1,"AbrahamLincoln"
"3921","impractic",1,"AbrahamLincoln"
"3931","impun",1,"AbrahamLincoln"
"3941","inadmiss",1,"AbrahamLincoln"
"3961","inclin",1,"AbrahamLincoln"
"3971","includ",1,"AbrahamLincoln"
"3981","incom",1,"AbrahamLincoln"
"3991","inde",1,"AbrahamLincoln"
"4001","independ",1,"AbrahamLincoln"
"4011","indic",1,"AbrahamLincoln"
"4021","indirect",1,"AbrahamLincoln"
"4031","individu",1,"AbrahamLincoln"
"4041","inhabit",1,"AbrahamLincoln"
"4051","injur",1,"AbrahamLincoln"
"4061","inspect",1,"AbrahamLincoln"
"4081","instant",1,"AbrahamLincoln"
"4091","instead",1,"AbrahamLincoln"
"4131","insurrectionari",1,"AbrahamLincoln"
"4141","intellig",1,"AbrahamLincoln"
"4151","intend",1,"AbrahamLincoln"
"4161","intent",1,"AbrahamLincoln"
"4201","interior",1,"AbrahamLincoln"
"4211","interv",1,"AbrahamLincoln"
"4221","introduc",1,"AbrahamLincoln"
"4241","inviol",1,"AbrahamLincoln"
"4251","invok",1,"AbrahamLincoln"
"4271","irrit",1,"AbrahamLincoln"
"4281","issu",1,"AbrahamLincoln"
"4311","jurisprud",1,"AbrahamLincoln"
"4341","justifi",1,"AbrahamLincoln"
"4351","keep",1,"AbrahamLincoln"
"4361","kept",1,"AbrahamLincoln"
"4371","knew",1,"AbrahamLincoln"
"4381","knowledg",1,"AbrahamLincoln"
"4421","lash",1,"AbrahamLincoln"
"4431","last",1,"AbrahamLincoln"
"4451","lawgiv",1,"AbrahamLincoln"
"4461","lawless",1,"AbrahamLincoln"
"4471","left",1,"AbrahamLincoln"
"4491","length",1,"AbrahamLincoln"
"4521","liberti",1,"AbrahamLincoln"
"4541","litig",1,"AbrahamLincoln"
"4571","loath",1,"AbrahamLincoln"
"4591","look",1,"AbrahamLincoln"
"4601","lord",1,"AbrahamLincoln"
"4611","loss",1,"AbrahamLincoln"
"4631","love",1,"AbrahamLincoln"
"4651","magistr",1,"AbrahamLincoln"
"4661","magnitud",1,"AbrahamLincoln"
"4671","mail",1,"AbrahamLincoln"
"4691","mainten",1,"AbrahamLincoln"
"4721","malic",1,"AbrahamLincoln"
"4751","manner",1,"AbrahamLincoln"
"4761","master",1,"AbrahamLincoln"
"4771","materi",1,"AbrahamLincoln"
"4821","member",1,"AbrahamLincoln"
"4861","mental",1,"AbrahamLincoln"
"4891","mighti",1,"AbrahamLincoln"
"4901","mind",1,"AbrahamLincoln"
"4911","mine",1,"AbrahamLincoln"
"4931","mischief",1,"AbrahamLincoln"
"4941","misconstruct",1,"AbrahamLincoln"
"4951","mistak",1,"AbrahamLincoln"
"4971","modif",1,"AbrahamLincoln"
"4981","moment",1,"AbrahamLincoln"
"5001","motion",1,"AbrahamLincoln"
"5031","mystic",1,"AbrahamLincoln"
"5071","necess",1,"AbrahamLincoln"
"5101","negat",1,"AbrahamLincoln"
"5111","negoti",1,"AbrahamLincoln"
"5151","nomin",1,"AbrahamLincoln"
"5201","number",1,"AbrahamLincoln"
"5231","oblig",1,"AbrahamLincoln"
"5241","obnoxi",1,"AbrahamLincoln"
"5251","obvious",1,"AbrahamLincoln"
"5271","occupi",1,"AbrahamLincoln"
"5281","occur",1,"AbrahamLincoln"
"5331","older",1,"AbrahamLincoln"
"5351","open",1,"AbrahamLincoln"
"5371","opportun",1,"AbrahamLincoln"
"5381","oppos",1,"AbrahamLincoln"
"5391","ordain",1,"AbrahamLincoln"
"5401","order",1,"AbrahamLincoln"
"5411","ordin",1,"AbrahamLincoln"
"5421","ordinari",1,"AbrahamLincoln"
"5451","orphan",1,"AbrahamLincoln"
"5471","overrul",1,"AbrahamLincoln"
"5481","overthrow",1,"AbrahamLincoln"
"5491","paid",1,"AbrahamLincoln"
"5501","parallel",1,"AbrahamLincoln"
"5531","partial",1,"AbrahamLincoln"
"5561","passion",1,"AbrahamLincoln"
"5571","patient",1,"AbrahamLincoln"
"5601","peaceabl",1,"AbrahamLincoln"
"5641","perform",1,"AbrahamLincoln"
"5651","perhap",1,"AbrahamLincoln"
"5661","peril",1,"AbrahamLincoln"
"5671","period",1,"AbrahamLincoln"
"5681","perish",1,"AbrahamLincoln"
"5691","perman",1,"AbrahamLincoln"
"5701","permit",1,"AbrahamLincoln"
"5731","phase",1,"AbrahamLincoln"
"5741","physic",1,"AbrahamLincoln"
"5751","pile",1,"AbrahamLincoln"
"5781","platform",1,"AbrahamLincoln"
"5791","plight",1,"AbrahamLincoln"
"5811","polici",1,"AbrahamLincoln"
"5831","popul",1,"AbrahamLincoln"
"5841","popular",1,"AbrahamLincoln"
"5861","posit",1,"AbrahamLincoln"
"5871","possess",1,"AbrahamLincoln"
"5921","prayer",1,"AbrahamLincoln"
"5941","precipit",1,"AbrahamLincoln"
"5961","predict",1,"AbrahamLincoln"
"5971","prefer",1,"AbrahamLincoln"
"6011","preserv",1,"AbrahamLincoln"
"6031","presidenti",1,"AbrahamLincoln"
"6041","press",1,"AbrahamLincoln"
"6061","prevail",1,"AbrahamLincoln"
"6091","privat",1,"AbrahamLincoln"
"6101","privileg",1,"AbrahamLincoln"
"6111","produc",1,"AbrahamLincoln"
"6121","profess",1,"AbrahamLincoln"
"6131","progress",1,"AbrahamLincoln"
"6171","propos",1,"AbrahamLincoln"
"6231","publish",1,"AbrahamLincoln"
"6251","pursu",1,"AbrahamLincoln"
"6271","quot",1,"AbrahamLincoln"
"6321","realli",1,"AbrahamLincoln"
"6341","recant",1,"AbrahamLincoln"
"6351","reclaim",1,"AbrahamLincoln"
"6361","recogn",1,"AbrahamLincoln"
"6371","recommend",1,"AbrahamLincoln"
"6381","refer",1,"AbrahamLincoln"
"6391","reflect",1,"AbrahamLincoln"
"6421","regist",1,"AbrahamLincoln"
"6431","regul",1,"AbrahamLincoln"
"6441","reiter",1,"AbrahamLincoln"
"6461","relianc",1,"AbrahamLincoln"
"6471","remain",1,"AbrahamLincoln"
"6491","rend",1,"AbrahamLincoln"
"6501","renew",1,"AbrahamLincoln"
"6511","repel",1,"AbrahamLincoln"
"6521","republican",1,"AbrahamLincoln"
"6531","requir",1,"AbrahamLincoln"
"6541","requisit",1,"AbrahamLincoln"
"6551","rescind",1,"AbrahamLincoln"
"6561","reserv",1,"AbrahamLincoln"
"6571","resid",1,"AbrahamLincoln"
"6581","resign",1,"AbrahamLincoln"
"6591","resolut",1,"AbrahamLincoln"
"6621","restor",1,"AbrahamLincoln"
"6631","restraint",1,"AbrahamLincoln"
"6651","result",1,"AbrahamLincoln"
"6661","retain",1,"AbrahamLincoln"
"6671","return",1,"AbrahamLincoln"
"6681","reviv",1,"AbrahamLincoln"
"6691","revolut",1,"AbrahamLincoln"
"6721","righteous",1,"AbrahamLincoln"
"6731","risk",1,"AbrahamLincoln"
"6741","ruin",1,"AbrahamLincoln"
"6771","safe",1,"AbrahamLincoln"
"6781","safeguard",1,"AbrahamLincoln"
"6791","safer",1,"AbrahamLincoln"
"6821","save",1,"AbrahamLincoln"
"6841","scarc",1,"AbrahamLincoln"
"6851","scope",1,"AbrahamLincoln"
"6861","scourg",1,"AbrahamLincoln"
"6891","second",1,"AbrahamLincoln"
"6921","see",1,"AbrahamLincoln"
"6951","seen",1,"AbrahamLincoln"
"6971","sensit",1,"AbrahamLincoln"
"7001","serious",1,"AbrahamLincoln"
"7011","servant",1,"AbrahamLincoln"
"7031","seventi",1,"AbrahamLincoln"
"7041","sever",1,"AbrahamLincoln"
"7071","show",1,"AbrahamLincoln"
"7081","shrink",1,"AbrahamLincoln"
"7101","similar",1,"AbrahamLincoln"
"7111","simpl",1,"AbrahamLincoln"
"7121","sinc",1,"AbrahamLincoln"
"7161","soil",1,"AbrahamLincoln"
"7171","solemn",1,"AbrahamLincoln"
"7181","solut",1,"AbrahamLincoln"
"7191","somehow",1,"AbrahamLincoln"
"7201","somewhat",1,"AbrahamLincoln"
"7211","sought",1,"AbrahamLincoln"
"7241","sovereign",1,"AbrahamLincoln"
"7251","space",1,"AbrahamLincoln"
"7271","special",1,"AbrahamLincoln"
"7281","specif",1,"AbrahamLincoln"
"7291","specifi",1,"AbrahamLincoln"
"7311","speedili",1,"AbrahamLincoln"
"7321","spring",1,"AbrahamLincoln"
"7331","stand",1,"AbrahamLincoln"
"7351","statement",1,"AbrahamLincoln"
"7361","station",1,"AbrahamLincoln"
"7391","strain",1,"AbrahamLincoln"
"7401","strang",1,"AbrahamLincoln"
"7411","stranger",1,"AbrahamLincoln"
"7421","strengthen",1,"AbrahamLincoln"
"7431","stretch",1,"AbrahamLincoln"
"7441","strict",1,"AbrahamLincoln"
"7451","strive",1,"AbrahamLincoln"
"7471","substanti",1,"AbrahamLincoln"
"7491","successor",1,"AbrahamLincoln"
"7501","suggest",1,"AbrahamLincoln"
"7521","sunk",1,"AbrahamLincoln"
"7591","surviv",1,"AbrahamLincoln"
"7601","suscept",1,"AbrahamLincoln"
"7611","swear",1,"AbrahamLincoln"
"7621","sweat",1,"AbrahamLincoln"
"7631","swell",1,"AbrahamLincoln"
"7641","sword",1,"AbrahamLincoln"
"7651","sympathi",1,"AbrahamLincoln"
"7671","taken",1,"AbrahamLincoln"
"7681","task",1,"AbrahamLincoln"
"7711","termin",1,"AbrahamLincoln"
"7721","terribl",1,"AbrahamLincoln"
"7741","therefor",1,"AbrahamLincoln"
"7761","thereof",1,"AbrahamLincoln"
"7781","thirteen",1,"AbrahamLincoln"
"7791","though",1,"AbrahamLincoln"
"7811","thousand",1,"AbrahamLincoln"
"7821","three",1,"AbrahamLincoln"
"7841","toil",1,"AbrahamLincoln"
"7851","touch",1,"AbrahamLincoln"
"7861","toward",1,"AbrahamLincoln"
"7881","transmit",1,"AbrahamLincoln"
"7911","triumph",1,"AbrahamLincoln"
"7921","troubl",1,"AbrahamLincoln"
"8001","unbroken",1,"AbrahamLincoln"
"8011","unconstitut",1,"AbrahamLincoln"
"8021","understand",1,"AbrahamLincoln"
"8071","unkept",1,"AbrahamLincoln"
"8091","unmad",1,"AbrahamLincoln"
